dataname,method,t,tol,knn,size_neighbor,min_neighbor,s_p,s_r,s_f1,o_p,o_r,o_f1,c_p,c_r,c_f1,overall_runtime,structured_runtime,combined_runtime,param
dataname,method,t,tol,knn,size_neighbor,min_neighbor,s_p,s_r,s_f1,o_p,o_r,o_f1,c_p,c_r,c_f1,overall_runtime,structured_runtime,combined_runtime,param
yeast,ocsvm,0.01,0.0001,False,10,10,0.0000,0.0000,0.0000,0.3416,1.0000,0.5093,0.3416,1.0000,0.5093,11.42179536819458,5.543679475784302,16.965474843978882,nu_0.5,
yeast,ocsvm,0.05,0.0001,False,10,10,0.0000,0.0000,0.0000,0.3416,1.0000,0.5093,0.3416,1.0000,0.5093,11.42179536819458,5.543679475784302,16.965474843978882,nu_0.5,
yeast,ocsvm,0.1,0.0001,False,10,10,0.0000,0.0000,0.0000,0.3416,1.0000,0.5093,0.3416,1.0000,0.5093,11.42179536819458,5.543679475784302,16.965474843978882,nu_0.5,
yeast,ocsvm,0,0.0001,False,10,50,0.0000,0.0000,0.0000,0.3416,1.0000,0.5093,0.3416,1.0000,0.5093,11.42179536819458,5.544064044952393,16.965859413146973,nu_0.5,
yeast,ocsvm,0.01,0.0001,False,10,50,0.0000,0.0000,0.0000,0.3416,1.0000,0.5093,0.3416,1.0000,0.5093,11.42179536819458,5.544064044952393,16.965859413146973,nu_0.5,
yeast,ocsvm,0.05,0.0001,False,10,50,0.0000,0.0000,0.0000,0.3416,1.0000,0.5093,0.3416,1.0000,0.5093,11.42179536819458,5.544064044952393,16.965859413146973,nu_0.5,
yeast,ocsvm,0.1,0.0001,False,10,50,0.0000,0.0000,0.0000,0.3416,1.0000,0.5093,0.3416,1.0000,0.5093,11.42179536819458,5.544064044952393,16.965859413146973,nu_0.5,
yeast,ocsvm,0,0.01,True,3,10,0.0000,0.0000,0.0000,0.3416,1.0000,0.5093,0.3416,1.0000,0.5093,2.373724937438965,55.966424226760864,58.34014916419983,nu_0.1,
yeast,ocsvm,0.01,0.01,True,3,10,0.0000,0.0000,0.0000,0.3416,1.0000,0.5093,0.3416,1.0000,0.5093,2.373724937438965,55.966424226760864,58.34014916419983,nu_0.1,
yeast,ocsvm,0.05,0.01,True,3,10,0.0000,0.0000,0.0000,0.3416,1.0000,0.5093,0.3416,1.0000,0.5093,2.373724937438965,55.966424226760864,58.34014916419983,nu_0.1,
yeast,ocsvm,0.1,0.01,True,3,10,0.0000,0.0000,0.0000,0.3416,1.0000,0.5093,0.3416,1.0000,0.5093,2.373724937438965,55.966424226760864,58.34014916419983,nu_0.1,
yeast,ocsvm,0,0.01,True,3,50,0.0000,0.0000,0.0000,0.3416,1.0000,0.5093,0.3416,1.0000,0.5093,2.373724937438965,56.058889627456665,58.43261456489563,nu_0.1,
yeast,ocsvm,0.01,0.01,True,3,50,0.0000,0.0000,0.0000,0.3416,1.0000,0.5093,0.3416,1.0000,0.5093,2.373724937438965,56.058889627456665,58.43261456489563,nu_0.1,
yeast,ocsvm,0.05,0.01,True,3,50,0.0000,0.0000,0.0000,0.3416,1.0000,0.5093,0.3416,1.0000,0.5093,2.373724937438965,56.058889627456665,58.43261456489563,nu_0.1,
yeast,ocsvm,0.1,0.01,True,3,50,0.0000,0.0000,0.0000,0.3416,1.0000,0.5093,0.3416,1.0000,0.5093,2.373724937438965,56.058889627456665,58.43261456489563,nu_0.1,
yeast,ocsvm,0,0.01,True,3,10,0.0000,0.0000,0.0000,0.3416,1.0000,0.5093,0.3416,1.0000,0.5093,11.393751382827759,56.00970935821533,67.40346074104309,nu_0.5,
yeast,ocsvm,0.01,0.01,True,3,10,0.0000,0.0000,0.0000,0.3416,1.0000,0.5093,0.3416,1.0000,0.5093,11.393751382827759,56.00970935821533,67.40346074104309,nu_0.5,
yeast,ocsvm,0.05,0.01,True,3,10,0.0000,0.0000,0.0000,0.3416,1.0000,0.5093,0.3416,1.0000,0.5093,11.393751382827759,56.00970935821533,67.40346074104309,nu_0.5,
yeast,ocsvm,0.1,0.01,True,3,10,0.0000,0.0000,0.0000,0.3416,1.0000,0.5093,0.3416,1.0000,0.5093,11.393751382827759,56.00970935821533,67.40346074104309,nu_0.5,
yeast,ocsvm,0,0.01,True,3,50,0.0000,0.0000,0.0000,0.3416,1.0000,0.5093,0.3416,1.0000,0.5093,11.393751382827759,56.01893162727356,67.41268301010132,nu_0.5,
yeast,ocsvm,0.01,0.01,True,3,50,0.0000,0.0000,0.0000,0.3416,1.0000,0.5093,0.3416,1.0000,0.5093,11.393751382827759,56.01893162727356,67.41268301010132,nu_0.5,
yeast,ocsvm,0.05,0.01,True,3,50,0.0000,0.0000,0.0000,0.3416,1.0000,0.5093,0.3416,1.0000,0.5093,11.393751382827759,56.01893162727356,67.41268301010132,nu_0.5,
yeast,ocsvm,0.1,0.01,True,3,50,0.0000,0.0000,0.0000,0.3416,1.0000,0.5093,0.3416,1.0000,0.5093,11.393751382827759,56.01893162727356,67.41268301010132,nu_0.5,
yeast,ocsvm,0,0.01,True,5,10,0.0000,0.0000,0.0000,0.3416,1.0000,0.5093,0.3416,1.0000,0.5093,2.3567535877227783,56.03327298164368,58.390026569366455,nu_0.1,
yeast,ocsvm,0.01,0.01,True,5,10,0.0000,0.0000,0.0000,0.3416,1.0000,0.5093,0.3416,1.0000,0.5093,2.3567535877227783,56.03327298164368,58.390026569366455,nu_0.1,
yeast,ocsvm,0.05,0.01,True,5,10,0.0000,0.0000,0.0000,0.3416,1.0000,0.5093,0.3416,1.0000,0.5093,2.3567535877227783,56.03327298164368,58.390026569366455,nu_0.1,
yeast,ocsvm,0.1,0.01,True,5,10,0.0000,0.0000,0.0000,0.3416,1.0000,0.5093,0.3416,1.0000,0.5093,2.3567535877227783,56.03327298164368,58.390026569366455,nu_0.1,
yeast,ocsvm,0,0.01,True,5,50,0.0000,0.0000,0.0000,0.3416,1.0000,0.5093,0.3416,1.0000,0.5093,2.3567535877227783,56.07604622840881,58.43279981613159,nu_0.1,
yeast,ocsvm,0.01,0.01,True,5,50,0.0000,0.0000,0.0000,0.3416,1.0000,0.5093,0.3416,1.0000,0.5093,2.3567535877227783,56.07604622840881,58.43279981613159,nu_0.1,
yeast,ocsvm,0.05,0.01,True,5,50,0.0000,0.0000,0.0000,0.3416,1.0000,0.5093,0.3416,1.0000,0.5093,2.3567535877227783,56.07604622840881,58.43279981613159,nu_0.1,
yeast,ocsvm,0.1,0.01,True,5,50,0.0000,0.0000,0.0000,0.3416,1.0000,0.5093,0.3416,1.0000,0.5093,2.3567535877227783,56.07604622840881,58.43279981613159,nu_0.1,
yeast,ocsvm,0,0.01,True,5,10,0.0000,0.0000,0.0000,0.3416,1.0000,0.5093,0.3416,1.0000,0.5093,11.384145975112915,56.031567335128784,67.4157133102417,nu_0.5,
